//Index   Type   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   ElementalAttribute   ElementalPattern   ElementalDefense   ElementalDamageMin   ElementalDamageMax   ElementalAttackRate   ElementalDefenseRate   ExperienceLevel
66        0      "Cursed king"                        192     192       0         192         192         192       192            192          192           3           150          4             7           400         1400          14400       2           200        60          3              0              17            17            17            17            0             0             0             0                    0                  192                0                    0                    0                     0                      192 
67        0      "Metal Balrog"                       154     154       0         154         154         154       154            154          154           3           150          2             7           400         1600          1800        2           160        28          3              0              9             9             9             9             0             0             0             0                    0                  154                0                    0                    0                     0                      154 
69        0      "Alquamos"                           146     146       0         146         146         146       146            146          146           3           17           5             5           400         1400          5           2           160        46          3              0              9             9             11            9             0             0             0             0                    0                  146                0                    0                    0                     0                      146 
70        0      "Queen Rainier"                      175     175       0         175         175         175       175            175          175           3           17           3             5           400         1400          5           2           160        46          3              0              9             11            12            9             0             0             0             0                    0                  175                0                    0                    0                     0                      175 
71        0      "Mega Crust"                         158     158       0         158         158         158       158            158          158           3           0            1             5           400         1400          5           2           160        46          3              0              9             9             12            9             0             0             0             0                    0                  158                0                    0                    0                     0                      158 
72        0      "Phantom Knight"                     238     238       0         238         238         238       238            238          238           3           150          2             5           400         1400          5           2           150        46          3              0              14            14            16            14            0             0             0             0                    0                  238                0                    0                    0                     0                      238 
73        0      "Drakan"                             192     192       0         192         192         192       192            192          192           3           150          5             5           400         1400          5           2           160        46          3              0              12            12            13            12            0             0             0             0                    0                  192                0                    0                    0                     0                      192 
74        0      "Alpha Crust"                        219     219       0         219         219         219       219            219          219           3           0            1             5           400         1400          5           2           160        46          3              0              13            13            14            13            0             0             0             0                    0                  219                0                    0                    0                     0                      219 
75        0      "Great Drakan"                       257     257       0         257         257         257       257            257          257           3           150          5             5           400         1400          5           2           140        46          3              0              15            15            17            18            0             0             0             0                    0                  257                0                    0                    0                     0                      257 
76        0      "Phoenix Darkness shield"            285     285       0         285         285         285       285            285          285           3           3            3             5           400         1400          5           2           190        28          3              0              30            30            35            30            0             0             0             0                    0                  285                0                    0                    0                     0                      285 
77        0      "Phoenix of Darkness"                297     297       0         297         297         297       297            297          297           1           150          6             7           400         1500          5           2           120        46          4              0              30            30            35            30            0             0             0             0                    0                  297                0                    0                    0                     0                      297 
78        0      "Golden Goblin"                      17      17        0         17          17          17        17             17           17            3           0            1             7           400         1400          14400       2           10         20          0              0              2             2             2             2             0             0             0             0                    0                  17                 0                    0                    0                     0                      17  
79        0      "Golden Derkon"                      167     167       0         167         167         167       167            167          167           3           150          2             7           400         1800          14400       2           50         20          0              0              9             7             9             9             0             0             0             0                    0                  167                0                    0                    0                     0                      167 
80        0      "Golden Lizard King"                 179     179       0         179         179         179       179            179          179           3           3            3             7           400         1600          14400       2           175        28          3              0              9             7             9             9             0             0             0             0                    0                  179                0                    0                    0                     0                      179 
81        0      "Golden Vepar"                       97      97        0         97          97          97        97             97           97            3           17           4             7           400         1600          14400       2           185        28          3              0              0             0             3             0             0             0             0             0                    0                  97                 0                    0                    0                     0                      97  
82        0      "Golden Tantalos"                    210     210       0         210         210         210       210            210          210           3           150          2             7           400         1400          14400       2           180        60          3              0              9             7             9             9             0             0             0             0                    0                  210                0                    0                    0                     0                      210 
